employee_id,institution_id,institution_size,project_id,team_id,manager_id,job_role_id,duration_weeks,relative_effort,team_size,project_complexity,performance_score,predicted_performance_score,performance_class,predicted_performance_class,avg_overall_behavior_rating,overall_behavior_pattern,communication_pattern,collaboration_pattern,leadership_pattern,learning_pattern,productivity_pattern,manager_rating,peer_rating,subordinate_rating,overall_rating_avg,rating_variance,bias_flag,bias_type,fairness_score,text_bias_score,group_bias_score,manager_peer_gap,manager_subordinate_gap,peer_subordinate_gap,performance_rating_gap,behavior_performance_gap,conflict_score,conflict_flag,conflict_type,manager_dominance_score,peer_convergence_score,subordinate_suppression_score,social_protection_score,power_distance_risk_score,power_distance_risk,opinion_dynamics_pattern,culture_pattern,arbitration_decision,final_recommended_score,final_recommended_class,decision_explanation
E214,I04,medium,P038,T38,E211,QA,6,100,4,4.1,63.75,64.95,Medium,Medium,2.866666667,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3.4,2.6,2.6,2.87,0.21,1,Possible Manager Overrating Bias; Possible Textual Subjectivity Bias,63.05,0.58,0.06,-0.8,-0.8,0,6.35,6.42,33.39,1,Manager-Peer Conflict; Manager-Subordinate Conflict; Bias-Linked Conflict,37.12,58,18.36,0,29.97,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,61.05,Medium,Conflict type: Manager-Peer Conflict; Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 29.97. Bias status: Possible Manager Overrating Bias; Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E215,I03,large,P039,T39,,PM,14,260,6,3,69.52,66.27,Medium,Medium,3.4,Balanced Contributor,Moderate Communication Pattern,Strong Team Collaboration Pattern,Low Leadership Visibility,Low Learning Engagement,Stable Productivity Pattern,3.4,3.2,3.6,3.4,0.04,0,No Major Bias Detected,89.95,0.17,0.03,-0.2,0.2,-0.4,1.52,1.52,5.56,0,No Major Conflict,40.51,46,14.87,0,28.31,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,73,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 28.31. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E216,I03,large,P039,T39,E215,SE,14,260,6,3,63.87,64.87,Medium,Medium,3.2,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3,3,3.6,3.2,0.12,1,Possible Textual Subjectivity Bias,77.75,0.44,0.05,0,0.6,-0.6,-0.13,-0.13,18.46,0,Bias-Linked Conflict,42.32,47,20.86,0,31.28,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept Evaluation,66.7,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 31.28. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E217,I03,large,P039,T39,E215,SE,14,260,6,3,65.77,65.15,Medium,Medium,3.6,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3.4,4,3.4,3.6,0.12,0,No Major Bias Detected,82.05,0.28,0.07,0.6,0,0.6,-6.23,-6.23,11.52,0,No Major Conflict,35.2,47,13.28,13.23,27.1,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,71.52,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 27.1. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E218,I03,large,P039,T39,E215,SE,14,260,6,3,75.08,73.69,High,Medium,3.066666667,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,2.4,3.6,3.2,3.07,0.37,1,Possible Manager Underrating Bias; High Multi-Source Rating Disagreement,66.3,0.24,0.05,1.2,0.8,0.4,13.68,13.75,44.25,1,Manager-Peer Conflict; Manager-Subordinate Conflict; Bias-Linked Conflict,39.45,56,19.01,10.8,31.91,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Adjust Manager Weight,70.84,Medium,Conflict type: Manager-Peer Conflict; Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 31.91. Bias status: Possible Manager Underrating Bias; High Multi-Source Rating Disagreement. Final recommendation: Adjust Manager Weight.
E219,I03,large,P039,T39,E215,QA,14,260,6,3,62.12,62.88,Medium,Medium,3,Learning-Oriented Contributor,Clear and Responsive Communicator,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.2,3,2.8,3,0.04,1,Possible Textual Subjectivity Bias,77.75,0.49,0.07,-0.2,-0.4,0.2,2.12,2.12,17.86,0,Bias-Linked Conflict,39.04,51,12.07,0,27.49,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept Evaluation,64.4,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 27.49. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E220,I03,large,P039,T39,E215,DevOps,14,260,6,3,64.25,65.19,Medium,Medium,4.666666667,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,4.8,4.6,4.6,4.67,0.01,0,No Major Bias Detected,87.2,0.27,0.05,-0.2,-0.2,0,-29.15,-29.08,18.76,0,Performance-Appraisal Conflict; Behavior-Performance Conflict,38.4,52,32.48,15.26,36.05,Moderate,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,80.48,High,Conflict type: Performance-Appraisal Conflict; Behavior-Performance Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Moderate with score 36.05. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E221,I08,small,P040,T40,,PM,10,210,5,4.2,68.72,67.36,Medium,Medium,2.866666667,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,2.6,2.4,3.6,2.87,0.41,1,High Multi-Source Rating Disagreement,71,0.28,0.03,-0.2,1,-1.2,11.32,11.39,35.87,1,Manager-Subordinate Conflict; Bias-Linked Conflict,49.63,42,26.08,0,35.28,Moderate,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,64.63,Medium,Conflict type: Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Moderate with score 35.28. Bias status: High Multi-Source Rating Disagreement. Final recommendation: Accept with Monitoring.
E222,I08,small,P040,T40,E221,SE,10,210,5,4.2,72.82,72.62,Medium,Medium,2.933333333,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2.2,3.2,3.4,2.93,0.41,1,Possible Manager Underrating Bias; High Multi-Source Rating Disagreement,61.45,0.34,0.02,1,1.2,-0.2,14.22,14.15,47.3,1,Manager-Peer Conflict; Manager-Subordinate Conflict; Bias-Linked Conflict,43.29,59,25.35,9,35.94,Moderate,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Request HR Review,67.87,Medium,Conflict type: Manager-Peer Conflict; Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Moderate with score 35.94. Bias status: Possible Manager Underrating Bias; High Multi-Source Rating Disagreement. Final recommendation: Request HR Review.
E223,I08,small,P040,T40,E221,SE,10,210,5,4.2,71.47,69.28,Medium,Medium,3.733333333,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.4,3.8,4,3.73,0.09,0,No Major Bias Detected,81.85,0.23,0.04,0.4,0.6,-0.2,-3.13,-3.2,13.38,0,No Major Conflict,37.84,53,23.85,6.09,32.04,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,74.81,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 32.04. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E224,I08,small,P040,T40,E221,QA,10,210,5,4.2,65.23,64.8,Medium,Medium,3.8,Balanced Contributor,Moderate Communication Pattern,Strong Team Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3.6,3.8,4,3.8,0.04,1,Possible Textual Subjectivity Bias,80.8,0.43,0.02,0.2,0.4,-0.2,-10.77,-10.77,22.18,0,Bias-Linked Conflict,38.4,51,24.22,7.72,32.26,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,72.65,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 32.26. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E225,I08,small,P040,T40,E221,DevOps,10,210,5,4.2,65.63,65.35,Medium,Medium,3,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3.4,3,2.6,3,0.16,1,Possible Textual Subjectivity Bias,73.7,0.39,0.04,-0.4,-0.8,0.4,5.63,5.63,28.02,1,Manager-Subordinate Conflict; Bias-Linked Conflict,38.49,52,13.49,0,27.92,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,64.99,Medium,Conflict type: Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 27.92. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
